transaction_id,amount,time_gap_minutes
txn_edd070en,350.59,5.09
txn_ct49lny2,220.14,38.09
txn_hotqf74r,213.9,41.59
txn_2zvl9e9z,223.26,50.58
txn_rzn9l3h0,241.94,52.6
txn_gro9x49t,224.98,42.28
txn_91otkzh4,340.93,36.92
txn_24zqfezk,347.94,17.0
txn_00a0uy9f,112.24,55.93
txn_d9gb9xv8,317.91,27.22
txn_biry8xny,174.57,52.57
txn_xjxnecry,133.55,6.27
txn_uuj02grx,217.01,8.49
txn_62g3aut3,234.11,33.54
txn_vz2e186g,293.37,49.03
txn_eehfu4b9,342.06,25.0
txn_tp8ak8s2,151.27,43.23
txn_s9mthd3i,285.6,21.48
txn_38vhmewc,122.52,27.0
txn_cjpztc09,367.05,15.59
txn_nx3vpf9p,17072.14,0.19
txn_edtcxnmj,251.71,25.74
txn_8nd7g0l3,261.13,34.09
txn_z5tv6g8o,238.53,34.24
txn_v4reasfe,40.41,45.45
txn_b09zivzg,278.33,20.17
txn_p753k48o,159.85,9.96
txn_c08fc0tr,331.67,32.98
txn_0rs95zow,230.21,46.03
txn_zz0i0835,165.36,58.06
txn_y5sic4s8,180.7,25.85
txn_ne6it1ek,280.11,36.29
txn_hk7x3bqw,377.43,24.57
txn_wlma6gmd,332.84,13.45
txn_erfxiokp,298.81,49.63
txn_dp4fmpm5,258.5,26.7
txn_06fhrxjp,271.3,48.99
txn_zl15s74n,262.89,13.55
txn_s1iym90p,260.37,31.73
txn_1ifsi159,272.84,43.86
txn_3zsg9vwi,201.95,7.11
txn_97pwdbol,258.43,31.36
txn_sxkjkmpl,5817.78,0.16
txn_0hq6dg8n,321.93,10.33
txn_at5l0n2t,217.78,26.12
txn_5e0ev6xg,205.51,55.9
txn_ctm09hzb,192.01,53.24
txn_4696qz6c,230.96,56.22
txn_savzebu2,245.3,42.66
txn_58f1n2oj,169.61,13.8
txn_hz52qzsk,223.71,14.41
txn_bibf57j2,152.07,18.7
txn_3tamvncz,235.7,38.63
txn_lc33h8g8,169.3,58.83
txn_22d0nx5w,273.03,19.78
txn_u31fi0n6,8630.27,0.3
txn_5gr0xafg,198.42,38.43
txn_cci68ds0,187.9,6.14
txn_31xbidfw,24327.22,1.15
txn_d0mzhrup,202.89,23.25
txn_fcywe3dk,272.88,55.17
txn_apfxi5n5,212.13,11.18
txn_gdd8mwe7,336.35,14.79
txn_tvyfyk3m,183.53,55.39
txn_x73zca7f,215.98,44.67
txn_2rcu8kd9,321.99,26.18
txn_lpyo2m2x,168.19,34.36
txn_t3nupuy0,295.88,17.94
txn_a9au87cm,349.05,21.21
txn_f486i3ce,140.14,43.72
txn_na8nzxc4,324.91,9.34
txn_cu3fg00z,264.38,27.63
txn_m2zkf5b1,400.92,42.39
txn_5t37szpf,260.32,33.68
txn_9ehwhg0u,286.53,22.23
txn_x3f2xhdc,167.81,51.56
txn_bktcv1lt,312.05,58.72
txn_uu2bl7am,262.8,26.9
txn_h109zdo0,266.13,37.29
txn_nv4kfq5d,207.31,53.64
txn_3x1f8s0x,173.75,23.65
txn_m4p61nhv,8048.03,0.79
txn_r2f5t82d,11274.37,1.13
txn_fkndg1jr,367.82,53.22
txn_xfeub4o4,302.7,51.47
txn_8nysj5yw,305.41,45.76
txn_i3a4kfoc,215.54,30.62
txn_x6qd0771,258.32,23.08
txn_l9rzrkbf,205.27,6.72
txn_vn7nprb5,195.78,42.6
txn_jwdcokz5,220.01,50.68
txn_d6m1fmpr,195.73,13.84
txn_zmyoa2vc,197.37,59.25
txn_700lfqf5,202.7,58.35
txn_osaq3eq8,9372.46,1.18
txn_ptfnm88u,21275.59,0.12
txn_6s5zxqom,115.28,11.24
txn_gpgvtn4y,230.25,20.58
txn_w7493dxw,116.49,56.0
txn_dpubkpiq,253.02,15.76
txn_qe86o3z0,12492.88,0.35
txn_k5j42oi6,295.95,25.59
txn_33vm89i9,254.5,40.44
txn_32uew9g6,216.16,49.06
txn_sw24wjt8,264.04,10.13
txn_pwvbz7cn,310.0,39.73
txn_mi6kti22,314.33,41.26
txn_j7wwudqv,215.62,10.1
txn_rn4orac8,18746.73,0.51
txn_l63gaguv,24518.32,1.19
txn_rwtf07gb,15234.89,0.27
txn_5ehlh07j,416.19,57.43
txn_mtk0rsog,185.6,20.46
txn_ov1l28r5,95.74,46.09
txn_3wvpunwc,343.6,37.28
txn_k3x8mbgl,270.16,24.68
txn_cxn2elal,298.01,35.89
txn_nvsdkv54,22853.28,0.56
txn_1llh2r9p,85.66,14.41
txn_lnukx496,294.23,54.27
txn_7bxcd20j,181.87,27.02
txn_ulwozq48,172.06,6.61
txn_badlypgg,329.01,25.29
txn_6975j2d8,11586.58,0.77
txn_3jgeqe51,330.72,29.57
txn_esux9l0i,232.4,21.29
txn_cu5x0hc8,5262.56,0.34
txn_3gdhvs41,205.65,32.75
txn_6hn95s2g,263.18,14.03
txn_l5xf50i6,365.92,29.9
txn_j7dpfssb,271.05,10.38
txn_x0pkovtr,201.65,57.74
txn_hbbjcdiw,145.28,26.55
txn_d05jh2mk,246.4,32.68
txn_zrk6ilcg,214.59,12.8
txn_armgjcy4,353.9,31.86
txn_id3u94sg,229.87,10.17
txn_k0q09jrn,12052.53,0.88
txn_6146vey0,24572.75,1.04
txn_xfri09m0,359.59,58.1
txn_5y6q8sjy,218.02,26.51
txn_p9lbsmwp,389.01,20.86
txn_8ryqf8wx,221.81,20.85
txn_2abkvblp,310.88,24.26
txn_k4x1fdj9,250.25,37.19
txn_chrm3wp8,10225.22,0.43
txn_luyluyhe,239.33,36.17
txn_wtn5pepl,282.12,44.19
txn_qppoau8p,199.13,18.35
txn_setuk1oo,21149.62,1.06
txn_qbb3xmdk,205.04,23.22
txn_c0y0bhf0,269.86,51.87
txn_kl9aryea,368.4,11.66
txn_dhr3pceo,315.64,35.07
txn_3y4wpwg3,111.12,14.39
txn_0trky8ry,237.69,27.93
txn_pbquakx6,213.92,7.34
txn_68q0j9m4,177.14,26.48
txn_cxmzmz2k,351.84,21.66
txn_o6xnqxu7,208.42,22.82
txn_8mwob4fd,243.3,56.38
txn_r1930i6g,253.05,8.54
txn_we4c1v47,166.55,43.43
txn_n9uhjpkh,306.81,15.58
txn_uwyh36mo,116.05,8.96
txn_g06xr3ur,174.74,12.58
txn_cpncc2ke,180.67,38.08
txn_li77jzc5,343.36,51.93
txn_7soczdq7,297.4,6.65
txn_mjm1ft07,292.31,9.01
txn_86z1b98v,209.39,9.43
txn_t8jbbsxp,375.23,6.18
txn_b13t4y0t,20313.63,0.86
txn_ppep69ng,77.25,8.19
txn_ivi052u9,19396.54,0.99
txn_cegbmxik,209.49,9.22
txn_jtr0m6hz,255.45,47.91
txn_kxsjzsb6,203.28,16.2
txn_e9i0hn3f,205.08,43.41
txn_xqerbkn3,10581.85,0.77
txn_r5nbhgpb,178.54,6.43
txn_v6763v1m,230.91,28.87
txn_p00cdnzy,332.58,36.49
txn_usfn07ea,216.08,57.3
txn_ditmownx,290.47,11.84
txn_uljgqpq8,148.27,51.44
txn_hc7jvlcg,223.62,12.0
txn_wfwbeby4,409.14,7.31
txn_zczjjy4m,190.11,9.26
txn_psiln3ox,206.16,12.87
txn_l2moxq9w,427.44,55.15
txn_av3s2sum,301.08,50.69
txn_b0n9cc7i,159.98,27.99
txn_04sbrspj,204.53,21.12
txn_ii1nq0ei,305.35,24.36
txn_s6xvqpu3,198.17,34.57
txn_1ovejklc,354.22,39.79
txn_165aejt7,238.99,11.95
txn_bpy9e576,166.55,44.16
txn_e66vw9b0,308.79,29.69
txn_oq4kreg1,280.85,54.26
txn_vnxnpsv8,10946.97,0.48
txn_u6u4pllg,237.02,49.77
txn_09hsuwdk,237.16,53.69
txn_k7917xfh,335.04,46.52
txn_a68t2a3a,347.22,45.26
txn_s3kdz4pp,212.78,52.55
txn_90emc20l,231.56,33.21
txn_1zl7p72l,361.39,41.36
txn_5bwaen7y,335.16,45.35
txn_kh5840ac,369.45,16.47
txn_gpjnvwrx,232.01,21.07
txn_r2omrde5,305.26,20.8
txn_8lxeqlez,263.64,49.26
txn_roiks62c,159.02,19.39
txn_lopo6j0m,220.47,36.49
txn_fhw8wlva,326.67,49.13
txn_dz61txsn,304.67,52.28
txn_i26lh07b,23807.1,0.21
txn_orfki1ij,332.65,48.12
txn_xe0jdcz1,400.02,38.27
txn_f02gvlls,10480.99,0.32
txn_jxqkd8ur,263.94,34.33
txn_iarontdi,203.54,25.34
txn_uxl39dg5,284.95,18.75
txn_fwr0ui1j,226.03,22.68
txn_uoay12tl,288.92,22.7
txn_zs49cdzn,319.71,14.14
txn_p8bpg2r0,363.1,26.97
txn_kpk7yswn,311.35,16.25
txn_wzsjq77z,325.62,12.44
txn_s3aofc9l,215.78,23.21
txn_cqfmuiw7,156.7,50.14
txn_5vlwojtx,8048.44,0.9
txn_kjd2v1l1,225.28,52.92
txn_yrg29d2f,393.06,53.1
txn_l6bspxls,177.63,26.2
txn_rlst5488,221.27,44.12
txn_4ur2yupm,12313.74,0.61
txn_y0hu97ng,336.23,33.93
txn_aldnj7vb,255.79,31.33
txn_bzjw8357,187.38,31.04
txn_513bb6f0,181.41,12.24
txn_p4cwcdt9,238.93,51.05
txn_4lz6v7s7,240.37,51.07
txn_yc3s0dpj,200.73,46.08
txn_4ajmmuzu,248.31,11.39
txn_d0gv812h,362.03,18.57
txn_4x6g1ebz,312.76,12.72
txn_lig5gkzj,184.77,40.3
txn_qw3b4nth,214.83,24.08
txn_32hzs32d,245.37,6.73
txn_exgfvnnv,19025.77,0.79
txn_5apmxd6l,339.72,15.24
txn_a3qupo4j,186.78,21.51
txn_8516sp18,352.62,6.57
txn_s7587h91,148.75,58.37
txn_l12qfaf5,425.85,9.42
txn_ihdiy4nr,130.15,43.43
txn_6y3z1de1,272.24,47.53
txn_630pocr0,269.38,47.23
